Service Name,Physical Address Line 1,Physical Address Line 2,Physical Suburb,Physical State,Physical Post Code,2019 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,Medicare Local Area Name,Medicare Local Area Code,2017 PHN Name,2017 PHN Code,2019 LGA Code,2019 LGA Name,Latitude,Longitude,2022/23 FY Australian Government Funding
CO.AS.IT. Home Care Packages - South Coast,473 Lutwyche Road, ,LUTWYCHE,QLD,4010,Brisbane North,Home Care,0,0,0,Co.As.It. Community Services Ltd.,Community Based,Major Cities of Australia,1,31131,Wooloowin - Lutwyche,30503,Brisbane Inner - North,Metro North Brisbane,ML301,Brisbane North,PHN301,31000,Brisbane (C),-27.4238337,153.0338482,"$107,836 "
Grand Cedar,61-63 High Street Road, ,ASHWOOD,VIC,3147,Eastern Metro,Residential,75,0,0,Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21319,Ashwood - Chadstone,21205,Monash,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24970,Monash (C),-37.8661061,145.0970201,"$4,840,905 "
Greenhill Manor,190 Princes Highway, ,FIGTREE,NSW,2525,Illawarra,Residential,98,0,0,Greenhill Manor Pty Limited,Private Incorporated Body,Major Cities of Australia,1,11146,Figtree - Keiraville,10704,Wollongong,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,18450,Wollongong (C),-34.442995,150.852854,"$5,865,989 "
Aegis Montgomery,1 Heritage Lane, ,MOUNT CLAREMONT,WA,6010,Metropolitan North,Residential,85,0,0,Aegis Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51036,Swanbourne - Mount Claremont,50301,Cottesloe - Claremont,Perth Central and East Metro,ML501,Perth North,PHN501,56580,Nedlands (C),-31.96254524,115.7834595,"$4,871,371 "
Carinity Home Care - Logan River Valley,120 Mudgeeraba Road, ,MUDGEERABA,QLD,4213,South Coast,Home Care,0,0,0,The Baptist Union of Queensland,Religious,Major Cities of Australia,1,31244,Mudgeeraba - Bonogin,30905,Mudgeeraba - Tallebudgera,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-28.06537109,153.3554804,"$914,596 "
Enrich Living Pty Ltd - QLD South Coast,"Level 4, 140 Bundall Road", ,BUNDALL,QLD,4217,South Coast,Home Care,0,0,0,MyHomecare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31268,Bundall,30910,Surfers Paradise,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-28.00151,153.413674,"$288,314 "
Ozcare - Hervey Bay,20-35 Davis Drive, ,HERVEY BAY,QLD,4655,Wide Bay,Residential,154,0,0,Ozcare,Charitable,Inner Regional Australia,2,31520,Torquay - Scarness - Kawungan,31904,Hervey Bay,Wide Bay,ML307,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,33220,Fraser Coast (R),-25.297021,152.84126,"$11,263,408 "
Orana,24 MacDiarmid Street, ,KINGAROY,QLD,4610,Wide Bay,Home Care,0,0,0,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,4,31505,Kingaroy,31902,Burnett,Darling Downs - South West Queensland,ML306,Darling Downs and West Moreton,PHN304,36630,South Burnett (R),-26.53179745,151.8445797,"$1,376,410 "
White Oak Home Care Services,"Unit 3, 65 Grand Boulevard", ,JOONDALUP,WA,6027,Metropolitan North,Home Care,0,0,0,White Oak Home Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51077,Joondalup - Edgewater,50501,Joondalup,Perth North Metro,ML502,Perth North,PHN501,54170,Joondalup (C),-31.738011,115.770496,"$6,535,579 "
HenderCare Aged Care Services,"Level 3, 81 Flinders Street", ,ADELAIDE,SA,5000,Metropolitan East,Home Care,0,0,0,HenderCare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41001,Adelaide,40101,Adelaide City,Central Adelaide and Hills,ML402,Adelaide,PHN401,40070,Adelaide (C),-34.927226,138.603928,"$9,649,639 "
Juniper Hayloft,1 Lewis Road, ,MARTIN,WA,6110,Metropolitan South East,Residential,100,0,0,Uniting Church Homes,Religious,Major Cities of Australia,1,51136,Maddington - Orange Grove - Martin,50604,Gosnells,Bentley - Armadale,ML504,Perth South,PHN502,53780,Gosnells (C),-32.063502,116.005477,"$7,232,633 "
Community Aged Care Programs Metro West,9 Albert Street, ,SEMAPHORE,SA,5019,Metropolitan West,Home Care,0,0,0,UnitingSA Ltd,Religious,Major Cities of Australia,1,41099,Largs Bay - Semaphore,40402,Port Adelaide - West,Central Adelaide and Hills,ML402,Adelaide,PHN401,45890,Port Adelaide Enfield (C),-34.8421743,138.480773,"$4,821,894 "
ACH Group Home Care Metro West,22 Gordon Street, ,GLENELG,SA,5045,Metropolitan South,Home Care,0,0,0,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,1,41057,Glenelg (SA),40301,Holdfast Bay,Southern Adelaide - Fleurieu - Kangaroo Island,ML403,Adelaide,PHN401,42600,Holdfast Bay (C),-34.9788521,138.5180136,"$6,080,010 "
Resthaven Western Community Service,96 Woodville Road, ,WOODVILLE,SA,5011,Metropolitan West,Home Care,0,0,0,Resthaven Inc,Charitable,Major Cities of Australia,1,41097,Woodville - Cheltenham,40401,Charles Sturt,Central Adelaide and Hills,ML402,Adelaide,PHN401,41060,Charles Sturt (C),-34.8758193,138.5404928,"$7,863,289 "
Care Connect Homecare Logan River Valley,"Suite 39, Level 3, 75 Wharf Street", ,TWEED HEADS,NSW,2485,Far North Coast,Home Care,0,0,0,Care Connect Ltd,Charitable,Major Cities of Australia,1,11254,Tweed Heads,11203,Tweed Valley,North Coast NSW,ML113,North Coast,PHN109,17550,Tweed (A),-28.173125,153.54232,"$19,320 "
Home Support Services - Consumer Directed Home Care - Metro North,257 Fullarton Road, ,PARKSIDE,SA,5063,Metropolitan East,Home Care,0,0,0,Home Support Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41024,Unley - Parkside,40107,Unley,Central Adelaide and Hills,ML402,Adelaide,PHN401,47980,Unley (C),-34.94661654,138.624462,"$2,382,583 "
Northern Community Care Program Metro East,1538 Main North Road, ,SALISBURY SOUTH,SA,5106,Metropolitan North,Home Care,0,0,0,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,1,41046,Salisbury,40204,Salisbury,Northern Adelaide,ML401,Adelaide,PHN401,47140,Salisbury (C),-34.78361038,138.6505986,"$107,412 "
SCC Homecare (East Level 1-4),25 Conyngham Street, ,GLENSIDE,SA,5065,Metropolitan East,Home Care,0,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Major Cities of Australia,1,41013,Toorak Gardens,40103,Burnside,Central Adelaide and Hills,ML402,Adelaide,PHN401,40700,Burnside (C),-34.942061,138.633236,"$4,025,531 "
St Louis Home Care SA Metro GLBTI,11 Dudley Road, ,MARRYATVILLE,SA,5068,Metropolitan East,Home Care,0,0,0,St Louis Community Care Packages Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,41017,Norwood (SA),40105,Norwood - Payneham - St Peters,Central Adelaide and Hills,ML402,Adelaide,PHN401,45290,Norwood Payneham St Peters (C),-34.92767976,138.6496983,"$210,666 "
New Service - 2012 - Life Without Barriers (Victoria),"Level 2, 1-7 Langhorne Street", ,DANDENONG,VIC,3175,Southern Metro,Home Care,0,0,0,Life Without Barriers,Community Based,Major Cities of Australia,1,21311,Dandenong,21204,Dandenong,South Eastern Melbourne,ML208,South Eastern Melbourne,PHN203,22670,Greater Dandenong (C),-37.98672305,145.2147225,"$1,667,219 "
Care Forward North Western Tasmania,11 Steele Street, ,DEVONPORT,TAS,7310,North Western,Home Care,0,0,0,CARE ASSESSMENT CONSULTANTS PTY. LTD.,Charitable,Inner Regional Australia,3,61085,Devonport,60402,Devonport,Tasmania,ML601,Tasmania,PHN601,61610,Devonport (C),-41.18197,146.361408,"$6,994,399 "
Care Forward Northern Tasmania,"Ground Floor, 403 West Tamar Highway", ,RIVERSIDE,TAS,7250,Northern,Home Care,0,0,0,CARE ASSESSMENT CONSULTANTS PTY. LTD.,Charitable,Inner Regional Australia,2,61046,Riverside,60201,Launceston,Tasmania,ML601,Tasmania,PHN601,65810,West Tamar (M),-41.4069198,147.0906647,"$4,683,210 "
Annecto Western Sydney Level 2,6-15 CLEEVE Close, ,MT DRUITT,NSW,2770,Western Sydney,Home Care,0,0,0,annecto Inc,Charitable,Major Cities of Australia,1,11317,Mount Druitt - Whalan,11603,Mount Druitt,Western Sydney,ML105,Western Sydney,PHN103,10750,Blacktown (C),-33.7687904,150.8186977,"$136,408 "
At Home Service Feros Care - Northern Tasmania,"Level 6, Reserve Bank Building,",111 Macquarie Street,HOBART,TAS,7000,Southern,Home Care,0,0,0,Feros Care,Community Based,Inner Regional Australia,2,61027,Hobart,60105,Hobart Inner,Tasmania,ML601,Tasmania,PHN601,62810,Hobart (C),-42.88311881,147.3291098,"$74,448 "
Arcare Brisbane South Home Care,"Lot 14, 8 Metroplex Avenue", ,MURARRIE,QLD,4172,Brisbane South,Home Care,0,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31017,Murarrie,30103,Wynnum - Manly,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,31000,Brisbane (C),-27.45596551,153.0995062,"$1,970,138 "
"KinCare At Home, QLD, Sunshine Coast Home Care","Suite 45, 3 Dennis Road", ,SPRINGWOOD,QLD,4127,Logan River Valley,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31334,Springwood,31106,Springwood - Kingston,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.6212368,153.1291046,"$1,737,746 "
IRT Sunshine Coast Community Services - Home Care,"Unit 2, 101 Brisbane Road", ,MOOLOOLABA,QLD,4557,Sunshine Coast,Home Care,0,0,0,Illawarra Retirement Trust,Community Based,Major Cities of Australia,1,31428,Mooloolaba - Alexandra Headland,31603,Maroochy,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.686459,153.116448,"$2,965,553 "
"KinCare At Home, QLD, South Coast - Home Care","Suite 45, 3 Dennis Road", ,SPRINGWOOD,QLD,4127,Logan River Valley,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31334,Springwood,31106,Springwood - Kingston,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.6212368,153.1291046,"$1,155,214 "
"KinCare At Home, QLD, Logan River Valley - Home Care","Suite 45, 3 Dennis Road", ,SPRINGWOOD,QLD,4127,Logan River Valley,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31334,Springwood,31106,Springwood - Kingston,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.6212368,153.1291046,"$364,934 "
"KinCare At Home, QLD, Brisbane South - Home Care","Suite 45, 3 Dennis Road", ,SPRINGWOOD,QLD,4127,Logan River Valley,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31334,Springwood,31106,Springwood - Kingston,Greater Metro South Brisbane,ML302,Brisbane South,PHN302,34590,Logan (C),-27.6212368,153.1291046,"$611,670 "
IRT Woodlands,22 Lacebark Street, ,MERIDAN PLAINS,QLD,4551,Sunshine Coast,Residential,60,0,0,Illawarra Retirement Trust,Community Based,Major Cities of Australia,1,31420,Caloundra - West,31602,Caloundra,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.75516279,153.1076298,"$4,425,930 "
KinCare At Home Metro Perth,"Level 1, 2 Mackie Street", ,VICTORIA PARK,WA,6100,Metropolitan South East,Home Care,0,0,0,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,51123,Victoria Park - Lathlain - Burswood,50602,Belmont - Victoria Park,Bentley - Armadale,ML504,Perth South,PHN502,58510,Victoria Park (T),-31.97493121,115.8905476,"$727,363 "
Arcare Gold Coast - Home Care,103 Lindfield Road, ,HELENSVALE,QLD,4212,South Coast,Home Care,0,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31252,Helensvale,30907,Ormeau - Oxenford,Gold Coast,ML303,Gold Coast,PHN303,33430,Gold Coast (C),-27.92368448,153.3331044,"$1,831,497 "
Arcare Sunshine Coast - Home Care,33-41 Ridgeview Drive, ,PEREGIAN SPRINGS,QLD,4573,Sunshine Coast,Home Care,0,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31544,Peregian Springs,31605,Noosa,Sunshine Coast,ML304,"Central Queensland, Wide Bay, Sunshine Coast",PHN306,36720,Sunshine Coast (R),-26.49926567,153.0782166,"$1,241,989 "
At Home Service Feros Care - Southern Tasmania,"Level 6, Reserve Bank Building,",111 Macquarie Street,HOBART,TAS,7000,Southern,Home Care,0,0,0,Feros Care,Community Based,Inner Regional Australia,2,61027,Hobart,60105,Hobart Inner,Tasmania,ML601,Tasmania,PHN601,62810,Hobart (C),-42.88311881,147.3291098,"$267,268 "
Bupa Cairns,52-58 Swallow Street, ,MOOROOBOOL,QLD,4870,Far North,Residential,151,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,2,31149,Kanimbla - Mooroobool,30602,Cairns - South,Far North Queensland,ML311,Northern Queensland,PHN307,32080,Cairns (R),-16.93279926,145.7401381,"$12,899,873 "
St Charbel's Care Centre,2 Waterloo Road, ,PUNCHBOWL,NSW,2196,South West Sydney,Residential,75,0,0,St Charbel's Care Centre Ltd,Religious,Major Cities of Australia,1,11357,Greenacre - Mount Lewis,11901,Bankstown,South Western Sydney,ML104,South Western Sydney,PHN105,11570,Canterbury-Bankstown (A),-33.915517,151.055216,"$6,042,761 "
Cumberland View Hostel Home Care Packages,123 - 127 Whalley Drive, ,WHEELERS HILL,VIC,3150,Eastern Metro,Home Care,0,0,0,Arton Retirement Villages Pty Limited,Private Incorporated Body,Major Cities of Australia,1,21327,Wheelers Hill,21205,Monash,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24970,Monash (C),-37.92274395,145.1986479,"$3,169,803 "
CCSSCI Eastern Home Care,"Suite 6, Level 1, MC Square",687 Doncaster Road,DONCASTER,VIC,3108,Eastern Metro,Home Care,0,0,0,Chinese Community Social Services Centre Inc,Community Based,Major Cities of Australia,1,21157,Doncaster,20702,Manningham - West,Inner East Melbourne,ML206,Eastern Melbourne,PHN202,24210,Manningham (C),-37.787213,145.131436,"$7,250,655 "
Enrich Living Pty Ltd - VIC East Metro Region,356 Boundary Road, ,DINGLEY VILLAGE,VIC,3172,Southern Metro,Home Care,0,0,0,MyHomecare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21184,Braeside,20803,Kingston,Bayside,ML202,South Eastern Melbourne,PHN203,23430,Kingston (C) (Vic.),-37.97706073,145.1113735,"$366,253 "
Arcare Caboolture,51-67 Manley Street, ,CABOOLTURE,QLD,4510,Cabool,Residential,119,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,31365,Caboolture,31302,Caboolture,Metro North Brisbane,ML301,Brisbane North,PHN301,35010,Moreton Bay (R),-27.07600118,152.9619799,"$10,029,374 "
Nextt South East Sydney CDC Program,"Level 9, 417 st Kilda Road", ,MELBOURNE,VIC,3004,Western Metro,Home Care,0,0,0,AHC Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21125,South Yarra - West,20604,Melbourne City,Bayside,ML202,North Western Melbourne,PHN201,24600,Melbourne (C),-37.837744,144.976519,$0 
Walgett Multi-Purpose Service,141 Fox Street, ,WALGETT,NSW,2832,Orana Far West,Multi-Purpose Service,8,0,0,Western NSW Local Health District,State Government,Remote Australia,6,11096,Walgett - Lightning Ridge,10501,Bourke - Cobar - Coonamble,Far West NSW,ML118,Western NSW,PHN107,17900,Walgett (A),-30.031428,148.116026,"$674,531 "
Life Without Barriers - Alice Springs,"Shop 1, 18 Wilkinson Street",58 Reg Harris Lane,ALICE SPRINGS,NT,870,Alice Springs,Home Care,0,0,0,Life Without Barriers,Community Based,Remote Australia,6,71045,Charles,70201,Alice Springs,Northern Territory,ML701,Northern Territory,PHN701,70200,Alice Springs (T),-23.69874516,133.8693646,$0 
SCC Homecare (Darwin level1 - 4),11 Waratah Crescent, ,FANNIE BAY,NT,820,Darwin,Home Care,0,0,0,Southern Cross Care (SA NT & VIC) Incorporated,Religious,Outer Regional Australia,2,71004,Fannie Bay - The Gardens,70101,Darwin City,Northern Territory,ML701,Northern Territory,PHN701,71000,Darwin (C),-12.419741,130.838279,"$3,184,605 "
Baptcare Abbey Gardens Community,15 Tarwin Street, ,WARRAGUL,VIC,3820,Gippsland,Residential,123,0,0,Baptcare Ltd,Religious,Inner Regional Australia,4,21079,Warragul,20501,Baw Baw,Gippsland,ML217,Gippsland,PHN204,20830,Baw Baw (S),-38.15166,145.919329,"$9,624,835 "
Hammond Community Care - Central Coast EACH,"Suite 8, 451 Pacific Highway",1 Cary Street,NORTH GOSFORD,NSW,2250,Central Coast,Home Care,0,0,0,HammondCare,Charitable,Major Cities of Australia,1,11043,Wyoming,10201,Gosford,Central Coast NSW,ML109,Hunter New England and Central Coast,PHN108,11650,Central Coast (C) (NSW),-33.41095636,151.3474371,"($3,016)"
Care Services for Older People Metro Wide,"Level 5, 43 Franklin Street", ,ADELAIDE,SA,5000,Metropolitan East,Home Care,0,0,0,Uniting Communities Incorporated,Religious,Major Cities of Australia,1,41001,Adelaide,40101,Adelaide City,Central Adelaide and Hills,ML402,Adelaide,PHN401,40070,Adelaide (C),-34.927667,138.597412,"$1,638,690 "
Sturt Home Care CACPs,76 Morgan Street, ,WAGGA WAGGA,NSW,2650,Riverina/Murray,Home Care,0,0,0,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Inner Regional Australia,3,11270,Wagga Wagga - West,11303,Wagga Wagga,Murrumbidgee,ML116,Murrumbidgee,PHN110,17750,Wagga Wagga (C),-35.11638142,147.3697497,$0 
Victorian Croatian Aged Care Services Inc,38-46 Barton Street, ,BELL PARK,VIC,3215,Barwon-South Western,Residential,100,0,0,Victorian Croatian Aged Care Services Inc.,Community Based,Major Cities of Australia,1,21047,North Geelong - Bell Park,20302,Geelong,Barwon,ML210,Western Victoria,PHN206,22750,Greater Geelong (C),-38.105769,144.333376,"$5,162,384 "
Mekong Cairnlea Vietnamese Aged Care,133 Cairnlea Drive, ,CAIRNLEA,VIC,3023,Western Metro,Residential,60,0,0,Indochinese Elderly Refugees Association Victoria Inc,Community Based,Major Cities of Australia,1,21329,Cairnlea,21301,Brimbank,Macedon Ranges and North Western Melbourne,ML204,North Western Melbourne,PHN201,21180,Brimbank (C),-37.755876,144.791983,"$6,521,407 "
Bupa St Ives,120 Killeaton Street, ,ST IVES,NSW,2075,Northern Sydney,Residential,98,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11410,St Ives,12103,Ku-ring-gai,Northern Sydney,ML107,Northern Sydney,PHN102,14500,Ku-ring-gai (A),-33.7272077,151.16426,"$7,189,193 "
Bupa Seaforth,550 Sydney Road, ,SEAFORTH,NSW,2092,Northern Sydney,Residential,76,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11418,Balgowlah - Clontarf - Seaforth,12201,Manly,Sydney North Shore and Beaches,ML108,Northern Sydney,PHN102,15990,Northern Beaches (A),-33.79722629,151.25097,"$5,740,089 "
Advantaged Care at Prestons Lodge,18 Melaleuca Place, ,PRESTONS,NSW,2170,South West Sydney,Residential,132,0,0,Advantaged Care 2 Pty Limited ATF The Prestons Lodge Trust,Private Incorporated Body,Major Cities of Australia,1,11600,Prestons - Edmondson Park,12703,Liverpool,South Western Sydney,ML104,South Western Sydney,PHN105,14900,Liverpool (C),-33.949988,150.88017,"$10,694,788 "
Churches of Christ Care - Community Care - North Queensland,260 Fulham Road, ,HEATLEY,QLD,4814,Northern,Home Care,0,0,0,Churches of Christ in Queensland,Religious,Outer Regional Australia,2,31477,Heatley,31802,Townsville,Townsville - Mackay,ML310,Northern Queensland,PHN307,37010,Townsville (C),-19.28910723,146.759852,"$1,547,491 "
Arcare Warriewood,23-27 Warriewood Road, ,WARRIEWOOD,NSW,2102,Northern Sydney,Residential,132,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11423,Warriewood - Mona Vale,12202,Pittwater,Sydney North Shore and Beaches,ML108,Northern Sydney,PHN102,15990,Northern Beaches (A),-33.6897615,151.3001999,"$8,370,050 "
Royal Freemasons Flora Hill,64 Somerville Street, ,BENDIGO,VIC,3550,Loddon-Mallee,Residential,66,0,0,Royal Freemasons Ltd,Charitable,Inner Regional Australia,2,21021,Flora Hill - Spring Gully,20201,Bendigo,Loddon - Mallee - Murray,ML214,Murray,PHN205,22620,Greater Bendigo (C),-36.77526796,144.2894979,"$4,461,970 "
